,Year,Code,Category,Value,Population,Rate,Deaths
753,2005,63,County_Group,Westchester,940807,5.8,55
754,2005,64,County_Group,Wyoming,42693,11.7,5
755,2005,65,County_Group,Yates,24756,4.0,1
756,2004,0,Age_Group,Total,19227088,6.2,1196
757,2004,0,Gender_Group,Total,19227088,6.2,1196
758,2004,0,Race_Ethnicity_Group,Total,19227088,6.2,1196
759,2004,1,Gender_Group,Male,9304581,10.5,974
760,2004,1,Race_Ethnicity_Group,White Non Hispanic,11832012,7.4,876
761,2004,1,County_Group,New York State,19227088,6.2,1196
762,2004,1,Age_Group,00-09,2459617,0.0,0
763,2004,2,Race_Ethnicity_Group,Black Non Hispanic,2972254,4.4,131
764,2004,2,County_Group,New York City,8104079,5.7,462
765,2004,2,Gender_Group,Female,9922507,2.2,222
766,2004,2,Age_Group,10-19,2629081,3.0,79
767,2004,3,Race_Ethnicity_Group,Other Non Hispanic,1346125,5.1,68
768,2004,3,Age_Group,20-24,1308857,7.8,102
769,2004,3,County_Group,Bronx,1365536,4.5,61
770,2004,4,County_Group,Kings,2475290,4.6,115
771,2004,4,Age_Group,25-34,2633061,6.8,179
772,2004,5,Race_Ethnicity_Group,Hispanic,3076697,3.8,118
773,2004,5,Age_Group,35-44,2992965,7.8,233
774,2004,5,County_Group,New York,1562723,8.8,137
775,2004,6,Age_Group,45-54,2740525,8.9,244
776,2004,6,County_Group,Queens,2237216,5.7,128
777,2004,7,Age_Group,55-64,1970166,8.0,157
778,2004,7,County_Group,Richmond,463314,4.5,21
779,2004,8,Age_Group,65-74,1226182,7.1,87
780,2004,8,County_Group,Rest of State,11123009,6.6,734
781,2004,9,Age_Group,75-84,912751,9.2,84
782,2004,9,County_Group,Albany,298432,6.0,18
783,2004,10,County_Group,Allegany,50575,7.9,4
784,2004,10,Age_Group,85+,353883,8.2,29
785,2004,11,County_Group,Broome,197696,9.6,19
786,2004,12,County_Group,Cattaraugus,83179,12.0,10
787,2004,13,County_Group,Cayuga,81916,4.9,4
788,2004,14,County_Group,Chautauqua,137267,8.0,11
789,2004,15,County_Group,Chemung,89984,8.9,8
790,2004,16,County_Group,Chenango,51861,7.7,4
791,2004,17,County_Group,Clinton,81875,8.5,7
792,2004,18,County_Group,Columbia,63668,6.3,4
793,2004,19,County_Group,Cortland,49006,14.3,7
794,2004,20,County_Group,Delaware,47328,23.2,11
795,2004,21,County_Group,Dutchess,293395,5.5,16
796,2004,22,County_Group,Erie,936318,7.3,68
797,2004,23,County_Group,Essex,38901,12.9,5
798,2004,24,County_Group,Franklin,51009,5.9,3
799,2004,25,County_Group,Fulton,55463,5.4,3
800,2004,26,County_Group,Genesee,59689,5.0,3
801,2004,27,County_Group,Greene,49195,6.1,3
802,2004,28,County_Group,Hamilton,5227,19.1,1
803,2004,29,County_Group,Herkimer,63858,17.2,11
804,2004,30,County_Group,Jefferson,111467,7.2,8
805,2004,31,County_Group,Lewis,26564,18.8,5
806,2004,32,County_Group,Livingston,64819,12.3,8
807,2004,33,County_Group,Madison,70407,8.5,6
808,2004,34,County_Group,Monroe,735177,6.8,50
809,2004,35,County_Group,Montgomery,49283,0.0,0
810,2004,36,County_Group,Nassau,1339641,4.2,56
811,2004,37,County_Group,Niagara,218060,5.0,11
812,2004,38,County_Group,Oneida,234962,8.1,19
813,2004,39,County_Group,Onondaga,459805,6.7,31
814,2004,40,County_Group,Ontario,103504,3.9,4
815,2004,41,County_Group,Orange,370352,7.6,28
816,2004,42,County_Group,Orleans,44138,13.6,6
817,2004,43,County_Group,Oswego,123776,8.9,11
818,2004,44,County_Group,Otsego,62518,3.2,2
819,2004,45,County_Group,Putnam,100570,8.0,8
820,2004,46,County_Group,Rensselaer,154077,12.3,19
821,2004,47,County_Group,Rockland,293626,2.0,6
822,2004,48,County_Group,St Lawrence,111306,5.4,6
823,2004,49,County_Group,Saratoga,212706,11.8,25
824,2004,50,County_Group,Schenectady,148042,15.5,23
825,2004,51,County_Group,Schoharie,32012,12.5,4
826,2004,52,County_Group,Schuyler,19505,10.3,2
827,2004,53,County_Group,Seneca,35075,5.7,2
828,2004,54,County_Group,Steuben,98814,14.2,14
829,2004,55,County_Group,Suffolk,1475488,5.4,79
830,2004,56,County_Group,Sullivan,76110,10.5,8
831,2004,57,County_Group,Tioga,51535,3.9,2
832,2004,58,County_Group,Tompkins,100135,4.0,4
833,2004,59,County_Group,Ulster,181779,4.4,8
834,2004,60,County_Group,Warren,65147,4.6,3
835,2004,61,County_Group,Washington,62807,12.7,8
836,2004,62,County_Group,Wayne,93861,5.3,5
837,2004,63,County_Group,Westchester,942444,4.0,38
838,2004,64,County_Group,Wyoming,42986,9.3,4
839,2004,65,County_Group,Yates,24669,4.1,1
840,2003,0,Race_Ethnicity_Group,Total,19190115,6.3,1206
841,2003,0,Age_Group,Total,19190115,6.3,1206
842,2003,0,Gender_Group,Total,19190115,6.3,1206
843,2003,1,Gender_Group,Male,9276425,10.2,948
844,2003,1,County_Group,New York State,19190115,6.3,1206
845,2003,1,Race_Ethnicity_Group,White Non Hispanic,11696047,7.8,913
846,2003,1,Age_Group,00-09,2439899,0.0,0
847,2003,2,Gender_Group,Female,9913690,2.6,258
848,2003,2,Age_Group,10-19,2606471,2.4,62
849,2003,2,County_Group,New York City,8085742,5.7,461
850,2003,2,Race_Ethnicity_Group,Black Non Hispanic,3024588,3.5,105
851,2003,3,County_Group,Bronx,1363198,5.7,78
852,2003,3,Race_Ethnicity_Group,Other Non Hispanic,1337294,5.9,79
853,2003,3,Age_Group,20-24,1313322,7.6,100
854,2003,4,County_Group,Kings,2472523,4.6,114
855,2003,4,Age_Group,25-34,2670831,6.6,175
856,2003,5,County_Group,New York,1564798,8.6,135
857,2003,5,Race_Ethnicity_Group,Hispanic,3132186,3.4,108
858,2003,5,Age_Group,35-44,3038513,7.8,237
859,2003,6,County_Group,Queens,2225486,4.7,105
860,2003,6,Age_Group,45-54,2715954,8.6,234
861,2003,7,County_Group,Richmond,459737,6.3,29
862,2003,7,Age_Group,55-64,1916166,9.0,173
863,2003,8,County_Group,Rest of State,11104373,6.7,745
864,2003,8,Age_Group,65-74,1249837,7.7,96
865,2003,9,County_Group,Albany,297845,6.4,19
866,2003,9,Age_Group,75-84,895796,10.0,90
867,2003,10,Age_Group,85+,343326,11.4,39
868,2003,10,County_Group,Allegany,50562,11.9,6
869,2003,11,County_Group,Broome,199360,8.5,17
870,2003,12,County_Group,Cattaraugus,83354,8.4,7
871,2003,13,County_Group,Cayuga,81726,12.2,10
872,2003,14,County_Group,Chautauqua,137645,6.5,9
873,2003,15,County_Group,Chemung,90413,10.0,9
874,2003,16,County_Group,Chenango,51659,11.6,6
875,2003,17,County_Group,Clinton,81366,9.8,8
876,2003,18,County_Group,Columbia,63405,11.0,7
877,2003,19,County_Group,Cortland,48691,4.1,2
878,2003,20,County_Group,Delaware,47226,10.6,5
879,2003,21,County_Group,Dutchess,290885,4.1,12
880,2003,22,County_Group,Erie,941293,7.2,68
881,2003,23,County_Group,Essex,38992,15.4,6
882,2003,24,County_Group,Franklin,51056,11.8,6
883,2003,25,County_Group,Fulton,55206,7.2,4
884,2003,26,County_Group,Genesee,60020,8.3,5
885,2003,27,County_Group,Greene,48865,12.3,6
886,2003,28,County_Group,Hamilton,5278,0.0,0
887,2003,29,County_Group,Herkimer,63704,17.3,11
888,2003,30,County_Group,Jefferson,114651,8.7,10
889,2003,31,County_Group,Lewis,26636,11.3,3
890,2003,32,County_Group,Livingston,64658,7.7,5
891,2003,33,County_Group,Madison,70182,12.8,9
892,2003,34,County_Group,Monroe,736738,6.4,47
893,2003,35,County_Group,Montgomery,49371,2.0,1
894,2003,36,County_Group,Nassau,1339463,5.2,70
895,2003,37,County_Group,Niagara,218150,7.8,17
896,2003,38,County_Group,Oneida,234373,9.4,22
897,2003,39,County_Group,Onondaga,460517,6.5,30
898,2003,40,County_Group,Ontario,102445,11.7,12
899,2003,41,County_Group,Orange,363153,3.9,14
900,2003,42,County_Group,Orleans,43629,6.9,3
901,2003,43,County_Group,Oswego,123495,8.1,10
902,2003,44,County_Group,Otsego,62196,14.5,9
903,2003,45,County_Group,Putnam,99550,6.0,6
904,2003,46,County_Group,Rensselaer,154007,8.4,13
905,2003,47,County_Group,Rockland,292989,3.1,9
906,2003,48,County_Group,St Lawrence,111655,10.7,12
907,2003,49,County_Group,Saratoga,209818,9.5,20
908,2003,50,County_Group,Schenectady,147289,10.9,16
909,2003,51,County_Group,Schoharie,31685,3.2,1
910,2003,52,County_Group,Schuyler,19455,5.1,1
911,2003,53,County_Group,Seneca,35183,2.8,1
912,2003,54,County_Group,Steuben,99012,10.1,10
913,2003,55,County_Group,Suffolk,1468037,5.1,75
914,2003,56,County_Group,Sullivan,74948,5.3,4
915,2003,57,County_Group,Tioga,51746,9.7,5
916,2003,58,County_Group,Tompkins,101411,9.9,10
917,2003,59,County_Group,Ulster,181111,5.0,9
918,2003,60,County_Group,Warren,64715,6.2,4
919,2003,61,County_Group,Washington,61872,17.8,11
920,2003,62,County_Group,Wayne,93728,7.5,7
921,2003,63,County_Group,Westchester,940302,4.0,38
922,2003,64,County_Group,Wyoming,42932,14.0,6
923,2003,65,County_Group,Yates,24720,8.1,2
